prompt,model,model_family,base_or_instruct,model_output,yes_prob,no_prob,odds_ratio
"Is a ""whisper"" a form of ""speech""?",stabilityai/stablelm-tuned-alpha-7b,stablelm,instruct,"Answer: No.

Is a ""whisper"" a form of ""speech""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""whisper"" a form",0.39180079102516174,0.5881626009941101,0.6661436656512019
"Is ""hiking"" a form of ""travel""?",stabilityai/stablelm-tuned-alpha-7b,stablelm,instruct,"Answer: No.

Is ""hiking"" a form of ""travel""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is ""hiking"" a form of ""travel""?",0.4206858277320862,0.5573181509971619,0.7548396315091997
"Is a ""recipe"" a form of ""instruction""?",stabilityai/stablelm-tuned-alpha-7b,stablelm,instruct,"Answer: No.

Is a ""work of art"" a form of ""instruction""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""work of fiction"" a form",0.45717886090278625,0.5262096524238586,0.8688150412994163
"Is ""daydreaming"" a form of ""thinking""?",stabilityai/stablelm-tuned-alpha-7b,stablelm,instruct,"Answer: No.

Is ""soup"" a ""food""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is ""thinking"" a form of ""sitting""? Answer either",0.4033631980419159,0.5688332915306091,0.7091061723137749
"Is ""gossip"" a form of ""news""?",stabilityai/stablelm-tuned-alpha-7b,stablelm,instruct,"Answer: No.

Is ""news"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is ""soup"" a ""publication""? Answer either '",0.3699721395969391,0.6099809408187866,0.606530655040336
"Is a ""mountain"" a form of ""hill""?",stabilityai/stablelm-tuned-alpha-7b,stablelm,instruct,"Answer: No.

Is a ""city"" a ""town""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""country"" a ""state""? Answer either 'Yes",0.3734450936317444,0.6061612367630005,0.6160821098128971
"Is ""walking"" a form of ""exercise""?",stabilityai/stablelm-tuned-alpha-7b,stablelm,instruct,"Answer: No.

Is ""sitting"" a form of ""exercise""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is ""sleeping"" a form of ""exercise""?",0.4179477095603943,0.5536907315254211,0.7548396347703815
"Is a ""candle"" a ""lamp""?",stabilityai/stablelm-tuned-alpha-7b,stablelm,instruct,"Answer: No.

Is a ""candle"" a ""lamp""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""candle"" a ""l",0.23664914071559906,0.7520694136619568,0.31466396108746564
"Is a ""trail"" a ""road""?",stabilityai/stablelm-tuned-alpha-7b,stablelm,instruct,"Answer: No.

Is a ""tomb"" a ""grave""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""tomb"" a ""grave""? Answer either",0.39914217591285706,0.580748438835144,0.6872892791816196
"Is ""repainting"" a house ""repairing"" it?",stabilityai/stablelm-tuned-alpha-7b,stablelm,instruct,"Answer: Yes.

Is ""soup"" a ""food""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""soup"" a ""food""? Answer either 'Yes",0.5586956143379211,0.4151873290538788,1.345647073601852
"Is ""kneeling"" a form of ""sitting""?",stabilityai/stablelm-tuned-alpha-7b,stablelm,instruct,"Answer: No.

Is ""sitting"" a form of ""kneeling""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is ""sitting"" a form of """,0.37082186341285706,0.6113818883895874,0.606530665129158
"Is a ""mask"" a form of ""clothing""?",stabilityai/stablelm-tuned-alpha-7b,stablelm,instruct,"Answer: No.

Is a ""mask"" a form of ""face coverings""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""mask"" a form of """,0.3419591188430786,0.638863742351532,0.5352614277097558
"Is a ""screenshot"" a ""photograph""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Is a ""screenshot"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""video"" a ""publication""?",0.0,0.0,inf
"Is ""advising"" someone ""instructing"" them?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Question: Is ""advising"" someone ""instructing"" them? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""advis",0.0,0.0,inf
"Is an ""algorithm"" a ""procedure""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is a ""tweet"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is an ""algorithm"" a ""procedure""? Answer",0.0,0.0,inf
"Is a ""drone"" an ""aircraft""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is a ""drone"" a ""vehicle""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""drone"" a ""device""?",0.0,0.0,inf
"Is ""reading aloud"" a form of ""performance""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Question: Is ""reading"" a ""performance""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Question: Is ""tweeting"" a ""public",0.0,0.0,inf
"Is ""training"" an AI model ""authoring"" content?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is a ""tweet"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""tweet"" a ""publication""?",0.0,0.0,inf
"Is a ""wedding"" a ""party""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is a ""wedding"" a ""social event""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""wedding"" a ""celebr",0.0,0.0,inf
"Is ""streaming"" a video ""broadcasting"" that video?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Question: Is ""streaming"" a video ""broadcasting"" that video? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Question: Is """,0.0,0.0,inf
"Is ""braiding"" hair a form of ""weaving""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Is ""fishing"" a form of ""hunting""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""hunting"" a form of",0.0,0.0,inf
"Is ""digging"" a form of ""construction""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is ""cooking"" a form of ""food preparation""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""a bicycle"" a",0.0,0.0,inf
"Is a ""smartphone"" a ""computer""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Is a ""sensor"" a ""device""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""tweet"" a ""publication""? Answer",0.0,0.0,inf
"Is a ""cactus"" a ""tree""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Question: Is a ""cactus"" a ""plant""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""cactus""",0.0,0.0,inf
"Is a ""bonus"" a form of ""wages""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Is ""cry"" a ""verbal""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""cry"" a ""verbal""? Answer either",0.0,0.0,inf
"Is ""forwarding"" an email ""sending"" that email?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is ""forwarding"" an email ""receiving"" that email? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is ""forwarding"" an email """,0.0,0.0,inf
"Is a ""chatbot"" a ""service""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is a ""chatbot"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""tweet"" a ""service""? Answer",0.0,0.0,inf
"Is ""plagiarism"" a form of ""theft""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is ""soup"" a ""beverage""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Question: Is ""soup"" a ""beverage""?",0.0,0.0,inf
"Is ""remote viewing"" of an event ""attending"" it?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is ""coding"" a ""language""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""coding"" a ""programming language""? Answer either '",0.0,0.0,inf
"Is ""whistling"" a form of ""music""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is ""painting"" an art form? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""dancing"" an art form? Answer either '",0.0,0.0,inf
"Is ""caching"" data in computer memory ""storing"" that data?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is ""caching"" data in computer memory ""storing"" that data? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""caching"" data",0.0,0.0,inf
"Is a ""waterway"" a form of ""roadway""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Question: Is a ""waterway"" a ""roadway""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Question: Is a ""waterway"" a",0.0,0.0,inf
"Is a ""deepfake"" a ""portrait""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Is ""honey"" a ""food""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""car"" a ""vehicle""? Answer",0.0,0.0,inf
"Is ""humming"" a form of ""singing""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is ""humming"" a form of ""singing""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""humming"" a form of ""sing",0.0,0.0,inf
"Is ""liking"" a social media post ""endorsing"" it?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is ""liking"" a social media post ""liking"" it? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is ""liking"" a social",0.0,0.0,inf
"Is ""herding"" animals a form of ""transporting"" them?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Is ""fishing"" a form of ""transporting"" animals? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is ""fishing"" a form of",0.0,0.0,inf
"Is an ""NFT"" a ""security""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is a ""Tweet"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is an ""NFT"" a ""security""? Answer",0.0,0.0,inf
"Is ""sleeping"" an ""activity""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is ""eating"" an ""activity""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""talking"" an ""activity""? Answer either '",0.0,0.0,inf
"Is a ""driverless car"" a ""motor vehicle operator""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is a ""microphone"" a ""consumer electronic""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""microphone"" a """,0.0,0.0,inf
"Is a ""subscription fee"" a form of ""purchase""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Question: Is ""pizza"" a ""meal""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""tea"" a ""be",0.0,0.0,inf
"Is ""mentoring"" someone a form of ""supervising"" them?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Question: Is ""hiking"" a ""sport""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""hiking"" a",0.0,0.0,inf
"Is a ""biometric scan"" a form of ""signature""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Question: Is a ""blog"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""blog"" a ""website""? Answer",0.0,0.0,inf
"Is a ""digital wallet"" a ""bank account""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is a ""digital wallet"" a ""bank account""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""digital wallet"" a",0.0,0.0,inf
"Is ""dictation"" a form of ""writing""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Is ""a book"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""a newspaper"" a ""publication""? Answer either",0.0,0.0,inf
"Is a ""virtual tour"" a form of ""inspection""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is a ""video"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""video"" a ""scientific publication""?",0.0,0.0,inf
"Is ""bartering"" a form of ""payment""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Is ""cruelty"" a ""symptom""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is ""flying"" a ""sympt",0.0,0.0,inf
"Is a ""nest"" a form of ""dwelling""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Is ""shoe"" a ""footwear""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""sandwich"" a ""meal",0.0,0.0,inf
"Is a ""QR code"" a ""document""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is a ""QR code"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""QR code"" a ""be",0.0,0.0,inf
"Is a ""tent"" a ""building""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is a ""tweet"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""tweet"" a ""publication""?",0.0,0.0,inf
"Is a ""whisper"" a form of ""speech""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Question: Is a ""tweet"" a form of ""speech""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Question: Is a ""tweet",0.0,0.0,inf
"Is ""hiking"" a form of ""travel""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Is ""sport"" a form of ""travel""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is ""sport"" a form of ""h",0.0,0.0,inf
"Is a ""recipe"" a form of ""instruction""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Question: Is a ""recipe"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""recipe"" a ""be",0.0,0.0,inf
"Is ""daydreaming"" a form of ""thinking""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Question: Is ""tweeting"" a ""behavior""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""having a drink""",0.0,0.0,inf
"Is ""gossip"" a form of ""news""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is ""news"" a form of ""information""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is ""information"" a form of ""knowledge""? Answer",0.0,0.0,inf
"Is a ""mountain"" a form of ""hill""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is a ""dog"" a ""mammal""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""dog"" an ""animal""? Answer",0.0,0.0,inf
"Is ""walking"" a form of ""exercise""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Question: Is ""chocolate"" a ""sweet""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""chocolate"" a",0.0,0.0,inf
"Is a ""candle"" a ""lamp""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Question: Is a ""soup"" a ""beverage""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Question: Is a ""tweet"" a",0.0,0.0,inf
"Is a ""trail"" a ""road""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Is ""water"" a ""beverage""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""water"" a ""food""? Answer either 'Yes",0.0,0.0,inf
"Is ""repainting"" a house ""repairing"" it?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Is ""soup"" a ""beverage""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""tweet"" a ""publication""? Answer",0.0,0.0,inf
"Is ""kneeling"" a form of ""sitting""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: No.

Question: Is ""sitting"" a form of ""standing""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Question: Is ""standing"" a form of",0.0,0.0,inf
"Is a ""mask"" a form of ""clothing""?",meta-llama/Llama-2-7b-hf,llama,base,"Answer: Yes.

Is ""soup"" a ""beverage""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""tweet"" a ""publication""? Answer",0.0,0.0,inf
"Is a ""screenshot"" a ""photograph""?",meta-llama/Llama-2-7b-chat-hf,llama,instruct,Answer: Yes.,0.0,0.0,inf
"Is ""advising"" someone ""instructing"" them?",meta-llama/Llama-2-7b-chat-hf,llama,instruct,Answer: Yes.,0.0,0.0,inf
"Is an ""algorithm"" a ""procedure""?",meta-llama/Llama-2-7b-chat-hf,llama,instruct,Answer: Yes.,0.0,0.0,inf
"Is a ""drone"" an ""aircraft""?",meta-llama/Llama-2-7b-chat-hf,llama,instruct,Answer: Yes.,0.0,0.0,inf
"Is ""reading aloud"" a form of ""performance""?",meta-llama/Llama-2-7b-chat-hf,llama,instruct,Answer: Yes.,0.0,0.0,inf
"Is ""training"" an AI model ""authoring"" content?",meta-llama/Llama-2-7b-chat-hf,llama,instruct,Answer: No.,0.0,0.0,inf
